Pair,Predictor
16487,wc_mtdq
16487,LSWI_LEAD1
16488,wc_mtdq
16488,LSWI_LEAD2
16489,wc_mtdq
16489,LSWI_LEAD3
16490,wc_mtdq
16490,soilwater_LAG4
16491,wc_mtdq
16491,soilwater_LAG8
16492,wc_mtdq
16492,soilwater_LAG12
16493,wc_mtdq
16493,soilwater_LEAD4
16494,wc_mtdq
16494,soilwater_LEAD8
16495,wc_mtdq
16495,soilwater_LEAD12
16496,wc_mtdq
16496,soilwaterS_LAG4
16497,wc_mtdq
16497,soilwaterS_LAG8
16498,wc_mtdq
16498,soilwaterS_LAG12
16499,wc_mtdq
16499,soilwaterS_LEAD4
16500,wc_mtdq
16500,soilwaterS_LEAD8
16501,wc_mtdq
16501,soilwaterS_LEAD12
16502,wc_mtdq
16502,aet_LAG4
16503,wc_mtdq
16503,aet_LAG8
16504,wc_mtdq
16504,aet_LAG12
16505,wc_mtdq
16505,aet_LEAD4
16506,wc_mtdq
16506,aet_LEAD8
16507,wc_mtdq
16507,aet_LEAD12
16508,wc_mtdq
16508,aetS_LAG4
16509,wc_mtdq
16509,aetS_LAG8
16510,wc_mtdq
16510,aetS_LAG12
16511,wc_mtdq
16511,aetS_LEAD4
16512,wc_mtdq
16512,aetS_LEAD8
16513,wc_mtdq
16513,aetS_LEAD12
16514,wc_mtdq
16514,TA_LAG1
16515,wc_mtdq
16515,TA_LAG2
16516,wc_mtdq
16516,TA_LAG3
16517,wc_mtdq
16517,TA_LEAD1
16518,wc_mtdq
16518,TA_LEAD2
16519,wc_mtdq
16519,TA_LEAD3
16520,wc_mtdq
16520,SW_IN_LAG1
16521,wc_mtdq
16521,SW_IN_LAG2
16522,wc_mtdq
16522,SW_IN_LAG3
16523,wc_mtdq
16523,SW_IN_LEAD1
16524,wc_mtdq
16524,SW_IN_LEAD3
16525,wc_mtdq
16525,LW_IN_LAG1
16526,wc_mtdq
16526,LW_IN_LAG2
16527,wc_mtdq
16527,LW_IN_LAG3
16528,wc_mtdq
16528,LW_IN_LEAD1
16529,wc_mtdq
16529,LW_IN_LEAD2
16530,wc_mtdq
16530,LW_IN_LEAD3
16531,wc_mtdq
16531,PA_LAG1
16532,wc_mtdq
16532,PA_LAG2
16533,wc_mtdq
16533,PA_LAG3
16534,wc_mtdq
16534,PA_LEAD1
16535,wc_mtdq
16535,PA_LEAD2
16536,wc_mtdq
16536,PA_LEAD3
16537,wc_mtdq
16537,VPD_LAG1
16538,wc_mtdq
16538,VPD_LAG2
16539,wc_mtdq
16539,VPD_LAG3
16540,wc_mtdq
16540,VPD_LEAD1
16541,wc_mtdq
16541,VPD_LEAD2
16542,wc_mtdq
16542,VPD_LEAD3
16543,wc_mtdq
16543,P_LAG1
16544,wc_mtdq
16544,P_LAG2
16545,wc_mtdq
16545,P_LAG3
16546,wc_mtdq
16546,P_LEAD1
16547,wc_mtdq
16547,P_LEAD2
16548,wc_mtdq
16548,P_LEAD3
16549,wc_mtdq
16549,NEE_LAG1
16550,wc_mtdq
16550,NEE_LAG2
16551,wc_mtdq
16551,NEE_LAG3
16552,wc_mtdq
16552,NEE_LEAD1
16553,wc_mtdq
16553,NEE_LEAD2
16554,wc_mtdq
16554,NEE_LEAD3
16555,wc_mtdq
16555,GPP_LAG1
16556,wc_mtdq
16556,GPP_LAG2
16557,wc_mtdq
16557,GPP_LAG3
16558,wc_mtdq
16558,GPP_LEAD1
16559,wc_mtdq
16559,GPP_LEAD2
16560,wc_mtdq
16560,GPP_LEAD3
16561,wc_mtdq
16561,RECO_LAG1
16562,wc_mtdq
16562,RECO_LAG2
16563,wc_mtdq
16563,RECO_LAG3
16564,wc_mtdq
16564,RECO_LEAD1
16565,wc_mtdq
16565,RECO_LEAD2
16566,wc_mtdq
16566,RECO_LEAD3
16567,wc_mtdq
16567,LE_LAG1
16568,wc_mtdq
16568,LE_LAG2
16569,wc_mtdq
16569,LE_LAG3
16570,wc_mtdq
16570,LE_LEAD1
16571,wc_mtdq
16571,LE_LEAD2
16572,wc_mtdq
16572,LE_LEAD3
16573,wc_mtwq
16573,rpot_LAG4
16574,wc_mtwq
16574,rpot_LAG8
16575,wc_mtwq
16575,rpot_LAG12
16576,wc_mtwq
16576,rpot_LEAD4
16577,wc_mtwq
16577,rpot_LEAD8
16578,wc_mtwq
16578,rpot_LEAD12
16579,wc_mtwq
16579,WFS_LAG4
16580,wc_mtwq
16580,WFS_LAG8
16581,wc_mtwq
16581,WFS_LAG12
16582,wc_mtwq
16582,WFS_LEAD4
16583,wc_mtwq
16583,WFS_LEAD8
16584,wc_mtwq
16584,WFS_LEAD12
16585,wc_mtwq
16585,LSTN_LAG1
16586,wc_mtwq
16586,LSTN_LAG2
16587,wc_mtwq
16587,LSTN_LAG3
16588,wc_mtwq
16588,LSTN_LEAD1
16589,wc_mtwq
16589,LSTN_LEAD2
16590,wc_mtwq
16590,LSTN_LEAD3
16591,wc_mtwq
16591,NDSI_LAG1
16592,wc_mtwq
16592,NDSI_LAG2
16593,wc_mtwq
16593,NDSI_LAG3
16594,wc_mtwq
16594,NDSI_LEAD1
16595,wc_mtwq
16595,NDSI_LEAD2
16596,wc_mtwq
16596,NDSI_LEAD3
16597,wc_mtwq
16597,NDVI_LAG1
16598,wc_mtwq
16598,NDVI_LAG2
16599,wc_mtwq
16599,NDVI_LAG3
16600,wc_mtwq
16600,NDVI_LEAD1
16601,wc_mtwq
16601,NDVI_LEAD2
16602,wc_mtwq
16602,NDVI_LEAD3
16603,wc_mtwq
16603,EVI_LAG1
16604,wc_mtwq
16604,EVI_LAG2
16605,wc_mtwq
16605,EVI_LAG3
16606,wc_mtwq
16606,EVI_LEAD1
16607,wc_mtwq
16607,EVI_LEAD2
16608,wc_mtwq
16608,EVI_LEAD3
16609,wc_mtwq
16609,NDWI_LAG1
16610,wc_mtwq
16610,NDWI_LAG2
16611,wc_mtwq
16611,NDWI_LAG3
16612,wc_mtwq
16612,NDWI_LEAD1
16613,wc_mtwq
16613,NDWI_LEAD2
16614,wc_mtwq
16614,NDWI_LEAD3
16615,wc_mtwq
16615,SRWI_LAG1
16616,wc_mtwq
16616,SRWI_LAG2
16617,wc_mtwq
16617,SRWI_LAG3
16618,wc_mtwq
16618,SRWI_LEAD1
16619,wc_mtwq
16619,SRWI_LEAD2
16620,wc_mtwq
16620,SRWI_LEAD3
16621,wc_mtwq
16621,LSWI_LAG1
16622,wc_mtwq
16622,LSWI_LAG2
16623,wc_mtwq
16623,LSWI_LAG3
16624,wc_mtwq
16624,LSWI_LEAD1
16625,wc_mtwq
16625,LSWI_LEAD2
16626,wc_mtwq
16626,LSWI_LEAD3
16627,wc_mtwq
16627,soilwater_LAG4
16628,wc_mtwq
16628,soilwater_LAG8
16629,wc_mtwq
16629,soilwater_LAG12
16630,wc_mtwq
16630,soilwater_LEAD4
16631,wc_mtwq
16631,soilwater_LEAD8
16632,wc_mtwq
16632,soilwater_LEAD12
16633,wc_mtwq
16633,soilwaterS_LAG4
16634,wc_mtwq
16634,soilwaterS_LAG8
16635,wc_mtwq
16635,soilwaterS_LAG12
16636,wc_mtwq
16636,soilwaterS_LEAD4
16637,wc_mtwq
16637,soilwaterS_LEAD8
16638,wc_mtwq
16638,soilwaterS_LEAD12
16639,wc_mtwq
16639,aet_LAG4
16640,wc_mtwq
16640,aet_LAG8
16641,wc_mtwq
16641,aet_LAG12
16642,wc_mtwq
16642,aet_LEAD4
16643,wc_mtwq
16643,aet_LEAD8
16644,wc_mtwq
16644,aet_LEAD12
16645,wc_mtwq
16645,aetS_LAG4
16646,wc_mtwq
16646,aetS_LAG8
16647,wc_mtwq
16647,aetS_LAG12
16648,wc_mtwq
16648,aetS_LEAD4
16649,wc_mtwq
16649,aetS_LEAD8
16650,wc_mtwq
16650,aetS_LEAD12
16651,wc_mtwq
16651,TA_LAG1
16652,wc_mtwq
16652,TA_LAG2
16653,wc_mtwq
16653,TA_LAG3
16654,wc_mtwq
16654,TA_LEAD1
16655,wc_mtwq
16655,TA_LEAD2
16656,wc_mtwq
16656,TA_LEAD3
16657,wc_mtwq
16657,SW_IN_LAG1
16658,wc_mtwq
16658,SW_IN_LAG2
16659,wc_mtwq
16659,SW_IN_LAG3
16660,wc_mtwq
16660,SW_IN_LEAD1
16661,wc_mtwq
16661,SW_IN_LEAD3
16662,wc_mtwq
16662,LW_IN_LAG1
16663,wc_mtwq
16663,LW_IN_LAG2
16664,wc_mtwq
16664,LW_IN_LAG3
16665,wc_mtwq
16665,LW_IN_LEAD1
16666,wc_mtwq
16666,LW_IN_LEAD2
16667,wc_mtwq
16667,LW_IN_LEAD3
16668,wc_mtwq
16668,PA_LAG1
16669,wc_mtwq
16669,PA_LAG2
16670,wc_mtwq
16670,PA_LAG3
16671,wc_mtwq
16671,PA_LEAD1
16672,wc_mtwq
16672,PA_LEAD2
16673,wc_mtwq
16673,PA_LEAD3
16674,wc_mtwq
16674,VPD_LAG1
16675,wc_mtwq
16675,VPD_LAG2
16676,wc_mtwq
16676,VPD_LAG3
16677,wc_mtwq
16677,VPD_LEAD1
16678,wc_mtwq
16678,VPD_LEAD2
16679,wc_mtwq
16679,VPD_LEAD3
16680,wc_mtwq
16680,P_LAG1
16681,wc_mtwq
16681,P_LAG2
16682,wc_mtwq
16682,P_LAG3
16683,wc_mtwq
16683,P_LEAD1
16684,wc_mtwq
16684,P_LEAD2
16685,wc_mtwq
16685,P_LEAD3
16686,wc_mtwq
16686,NEE_LAG1
16687,wc_mtwq
16687,NEE_LAG2
16688,wc_mtwq
16688,NEE_LAG3
16689,wc_mtwq
16689,NEE_LEAD1
16690,wc_mtwq
16690,NEE_LEAD2
16691,wc_mtwq
16691,NEE_LEAD3
16692,wc_mtwq
16692,GPP_LAG1
16693,wc_mtwq
16693,GPP_LAG2
16694,wc_mtwq
16694,GPP_LAG3
16695,wc_mtwq
16695,GPP_LEAD1
16696,wc_mtwq
16696,GPP_LEAD2
16697,wc_mtwq
16697,GPP_LEAD3
16698,wc_mtwq
16698,RECO_LAG1
16699,wc_mtwq
16699,RECO_LAG2
16700,wc_mtwq
16700,RECO_LAG3
16701,wc_mtwq
16701,RECO_LEAD1
16702,wc_mtwq
16702,RECO_LEAD2
16703,wc_mtwq
16703,RECO_LEAD3
16704,wc_mtwq
16704,LE_LAG1
16705,wc_mtwq
16705,LE_LAG2
16706,wc_mtwq
16706,LE_LAG3
16707,wc_mtwq
16707,LE_LEAD1
16708,wc_mtwq
16708,LE_LEAD2
16709,wc_mtwq
16709,LE_LEAD3
16710,wc_mtcq
16710,rpot_LAG4
16711,wc_mtcq
16711,rpot_LAG8
16712,wc_mtcq
16712,rpot_LAG12
16713,wc_mtcq
16713,rpot_LEAD4
16714,wc_mtcq
16714,rpot_LEAD8
16715,wc_mtcq
16715,rpot_LEAD12
16716,wc_mtcq
16716,WFS_LAG4
16717,wc_mtcq
16717,WFS_LAG8
16718,wc_mtcq
16718,WFS_LAG12
16719,wc_mtcq
16719,WFS_LEAD4
16720,wc_mtcq
16720,WFS_LEAD8
16721,wc_mtcq
16721,WFS_LEAD12
16722,wc_mtcq
16722,LSTN_LAG1
16723,wc_mtcq
16723,LSTN_LAG2
16724,wc_mtcq
16724,LSTN_LAG3
16725,wc_mtcq
16725,LSTN_LEAD1
16726,wc_mtcq
16726,LSTN_LEAD2
16727,wc_mtcq
16727,LSTN_LEAD3
16728,wc_mtcq
16728,NDSI_LAG1
16729,wc_mtcq
16729,NDSI_LAG2
16730,wc_mtcq
16730,NDSI_LAG3
16731,wc_mtcq
16731,NDSI_LEAD1
16732,wc_mtcq
16732,NDSI_LEAD2
16733,wc_mtcq
16733,NDSI_LEAD3
16734,wc_mtcq
16734,NDVI_LAG1
16735,wc_mtcq
16735,NDVI_LAG2
16736,wc_mtcq
16736,NDVI_LAG3
16737,wc_mtcq
16737,NDVI_LEAD1
16738,wc_mtcq
16738,NDVI_LEAD2
16739,wc_mtcq
16739,NDVI_LEAD3
16740,wc_mtcq
16740,EVI_LAG1
16741,wc_mtcq
16741,EVI_LAG2
16742,wc_mtcq
16742,EVI_LAG3
16743,wc_mtcq
16743,EVI_LEAD1
16744,wc_mtcq
16744,EVI_LEAD2
16745,wc_mtcq
16745,EVI_LEAD3
16746,wc_mtcq
16746,NDWI_LAG1
16747,wc_mtcq
16747,NDWI_LAG2
16748,wc_mtcq
16748,NDWI_LAG3
16749,wc_mtcq
16749,NDWI_LEAD1
16750,wc_mtcq
16750,NDWI_LEAD2
16751,wc_mtcq
16751,NDWI_LEAD3
16752,wc_mtcq
16752,SRWI_LAG1
16753,wc_mtcq
16753,SRWI_LAG2
16754,wc_mtcq
16754,SRWI_LAG3
16755,wc_mtcq
16755,SRWI_LEAD1
16756,wc_mtcq
16756,SRWI_LEAD2
16757,wc_mtcq
16757,SRWI_LEAD3
16758,wc_mtcq
16758,LSWI_LAG1
16759,wc_mtcq
16759,LSWI_LAG2
16760,wc_mtcq
16760,LSWI_LAG3
16761,wc_mtcq
16761,LSWI_LEAD1
16762,wc_mtcq
16762,LSWI_LEAD2
16763,wc_mtcq
16763,LSWI_LEAD3
16764,wc_mtcq
16764,soilwater_LAG4
16765,wc_mtcq
16765,soilwater_LAG8
16766,wc_mtcq
16766,soilwater_LAG12
16767,wc_mtcq
16767,soilwater_LEAD4
16768,wc_mtcq
16768,soilwater_LEAD8
16769,wc_mtcq
16769,soilwater_LEAD12
16770,wc_mtcq
16770,soilwaterS_LAG4
16771,wc_mtcq
16771,soilwaterS_LAG8
16772,wc_mtcq
16772,soilwaterS_LAG12
16773,wc_mtcq
16773,soilwaterS_LEAD4
16774,wc_mtcq
16774,soilwaterS_LEAD8
16775,wc_mtcq
16775,soilwaterS_LEAD12
16776,wc_mtcq
16776,aet_LAG4
16777,wc_mtcq
16777,aet_LAG8
16778,wc_mtcq
16778,aet_LAG12
16779,wc_mtcq
16779,aet_LEAD4
16780,wc_mtcq
16780,aet_LEAD8
16781,wc_mtcq
16781,aet_LEAD12
16782,wc_mtcq
16782,aetS_LAG4
16783,wc_mtcq
16783,aetS_LAG8
16784,wc_mtcq
16784,aetS_LAG12
16785,wc_mtcq
16785,aetS_LEAD4
16786,wc_mtcq
16786,aetS_LEAD8
16787,wc_mtcq
16787,aetS_LEAD12
16788,wc_mtcq
16788,TA_LAG1
16789,wc_mtcq
16789,TA_LAG2
16790,wc_mtcq
16790,TA_LAG3
16791,wc_mtcq
16791,TA_LEAD1
16792,wc_mtcq
16792,TA_LEAD2
16793,wc_mtcq
16793,TA_LEAD3
16794,wc_mtcq
16794,SW_IN_LAG1
16795,wc_mtcq
16795,SW_IN_LAG2
16796,wc_mtcq
16796,SW_IN_LAG3
16797,wc_mtcq
16797,SW_IN_LEAD1
16798,wc_mtcq
16798,SW_IN_LEAD3
16799,wc_mtcq
16799,LW_IN_LAG1
16800,wc_mtcq
16800,LW_IN_LAG2
16801,wc_mtcq
16801,LW_IN_LAG3
16802,wc_mtcq
16802,LW_IN_LEAD1
16803,wc_mtcq
16803,LW_IN_LEAD2
16804,wc_mtcq
16804,LW_IN_LEAD3
16805,wc_mtcq
16805,PA_LAG1
16806,wc_mtcq
16806,PA_LAG2
16807,wc_mtcq
16807,PA_LAG3
16808,wc_mtcq
16808,PA_LEAD1
16809,wc_mtcq
16809,PA_LEAD2
16810,wc_mtcq
16810,PA_LEAD3
16811,wc_mtcq
16811,VPD_LAG1
16812,wc_mtcq
16812,VPD_LAG2
16813,wc_mtcq
16813,VPD_LAG3
16814,wc_mtcq
16814,VPD_LEAD1
16815,wc_mtcq
16815,VPD_LEAD2
16816,wc_mtcq
16816,VPD_LEAD3
16817,wc_mtcq
16817,P_LAG1
16818,wc_mtcq
16818,P_LAG2
16819,wc_mtcq
16819,P_LAG3
16820,wc_mtcq
16820,P_LEAD1
16821,wc_mtcq
16821,P_LEAD2
16822,wc_mtcq
16822,P_LEAD3
16823,wc_mtcq
16823,NEE_LAG1
16824,wc_mtcq
16824,NEE_LAG2
16825,wc_mtcq
16825,NEE_LAG3
16826,wc_mtcq
16826,NEE_LEAD1
16827,wc_mtcq
16827,NEE_LEAD2
16828,wc_mtcq
16828,NEE_LEAD3
16829,wc_mtcq
16829,GPP_LAG1
16830,wc_mtcq
16830,GPP_LAG2
16831,wc_mtcq
16831,GPP_LAG3
16832,wc_mtcq
16832,GPP_LEAD1
16833,wc_mtcq
16833,GPP_LEAD2
16834,wc_mtcq
16834,GPP_LEAD3
16835,wc_mtcq
16835,RECO_LAG1
16836,wc_mtcq
16836,RECO_LAG2
16837,wc_mtcq
16837,RECO_LAG3
16838,wc_mtcq
16838,RECO_LEAD1
16839,wc_mtcq
16839,RECO_LEAD2
16840,wc_mtcq
16840,RECO_LEAD3
16841,wc_mtcq
16841,LE_LAG1
16842,wc_mtcq
16842,LE_LAG2
16843,wc_mtcq
16843,LE_LAG3
16844,wc_mtcq
16844,LE_LEAD1
16845,wc_mtcq
16845,LE_LEAD2
16846,wc_mtcq
16846,LE_LEAD3
16847,wc_map
16847,rpot_LAG4
16848,wc_map
16848,rpot_LAG8
16849,wc_map
16849,rpot_LAG12
16850,wc_map
16850,rpot_LEAD4
16851,wc_map
16851,rpot_LEAD8
16852,wc_map
16852,rpot_LEAD12
16853,wc_map
16853,WFS_LAG4
16854,wc_map
16854,WFS_LAG8
16855,wc_map
16855,WFS_LAG12
16856,wc_map
16856,WFS_LEAD4
16857,wc_map
16857,WFS_LEAD8
16858,wc_map
16858,WFS_LEAD12
16859,wc_map
16859,LSTN_LAG1
16860,wc_map
16860,LSTN_LAG2
16861,wc_map
16861,LSTN_LAG3
16862,wc_map
16862,LSTN_LEAD1
16863,wc_map
16863,LSTN_LEAD2
16864,wc_map
16864,LSTN_LEAD3
16865,wc_map
16865,NDSI_LAG1
16866,wc_map
16866,NDSI_LAG2
16867,wc_map
16867,NDSI_LAG3
16868,wc_map
16868,NDSI_LEAD1
16869,wc_map
16869,NDSI_LEAD2
16870,wc_map
16870,NDSI_LEAD3
16871,wc_map
16871,NDVI_LAG1
16872,wc_map
16872,NDVI_LAG2
16873,wc_map
16873,NDVI_LAG3
16874,wc_map
16874,NDVI_LEAD1
16875,wc_map
16875,NDVI_LEAD2
16876,wc_map
16876,NDVI_LEAD3
16877,wc_map
16877,EVI_LAG1
16878,wc_map
16878,EVI_LAG2
16879,wc_map
16879,EVI_LAG3
16880,wc_map
16880,EVI_LEAD1
16881,wc_map
16881,EVI_LEAD2
16882,wc_map
16882,EVI_LEAD3
16883,wc_map
16883,NDWI_LAG1
16884,wc_map
16884,NDWI_LAG2
16885,wc_map
16885,NDWI_LAG3
16886,wc_map
16886,NDWI_LEAD1
16887,wc_map
16887,NDWI_LEAD2
16888,wc_map
16888,NDWI_LEAD3
16889,wc_map
16889,SRWI_LAG1
16890,wc_map
16890,SRWI_LAG2
16891,wc_map
16891,SRWI_LAG3
16892,wc_map
16892,SRWI_LEAD1
16893,wc_map
16893,SRWI_LEAD2
16894,wc_map
16894,SRWI_LEAD3
16895,wc_map
16895,LSWI_LAG1
16896,wc_map
16896,LSWI_LAG2
16897,wc_map
16897,LSWI_LAG3
16898,wc_map
16898,LSWI_LEAD1
16899,wc_map
16899,LSWI_LEAD2
16900,wc_map
16900,LSWI_LEAD3
16901,wc_map
16901,soilwater_LAG4
16902,wc_map
16902,soilwater_LAG8
16903,wc_map
16903,soilwater_LAG12
16904,wc_map
16904,soilwater_LEAD4
16905,wc_map
16905,soilwater_LEAD8
16906,wc_map
16906,soilwater_LEAD12
16907,wc_map
16907,soilwaterS_LAG4
16908,wc_map
16908,soilwaterS_LAG8
16909,wc_map
16909,soilwaterS_LAG12
16910,wc_map
16910,soilwaterS_LEAD4
16911,wc_map
16911,soilwaterS_LEAD8
16912,wc_map
16912,soilwaterS_LEAD12
16913,wc_map
16913,aet_LAG4
16914,wc_map
16914,aet_LAG8
16915,wc_map
16915,aet_LAG12
16916,wc_map
16916,aet_LEAD4
16917,wc_map
16917,aet_LEAD8
16918,wc_map
16918,aet_LEAD12
16919,wc_map
16919,aetS_LAG4
16920,wc_map
16920,aetS_LAG8
16921,wc_map
16921,aetS_LAG12
16922,wc_map
16922,aetS_LEAD4
16923,wc_map
16923,aetS_LEAD8
16924,wc_map
16924,aetS_LEAD12
16925,wc_map
16925,TA_LAG1
16926,wc_map
16926,TA_LAG2
16927,wc_map
16927,TA_LAG3
16928,wc_map
16928,TA_LEAD1
16929,wc_map
16929,TA_LEAD2
16930,wc_map
16930,TA_LEAD3
16931,wc_map
16931,SW_IN_LAG1
16932,wc_map
16932,SW_IN_LAG2
16933,wc_map
16933,SW_IN_LAG3
16934,wc_map
16934,SW_IN_LEAD1
16935,wc_map
16935,SW_IN_LEAD3
16936,wc_map
16936,LW_IN_LAG1
16937,wc_map
16937,LW_IN_LAG2
16938,wc_map
16938,LW_IN_LAG3
16939,wc_map
16939,LW_IN_LEAD1
16940,wc_map
16940,LW_IN_LEAD2
16941,wc_map
16941,LW_IN_LEAD3
16942,wc_map
16942,PA_LAG1
16943,wc_map
16943,PA_LAG2
16944,wc_map
16944,PA_LAG3
16945,wc_map
16945,PA_LEAD1
16946,wc_map
16946,PA_LEAD2
16947,wc_map
16947,PA_LEAD3
16948,wc_map
16948,VPD_LAG1
16949,wc_map
16949,VPD_LAG2
16950,wc_map
16950,VPD_LAG3
16951,wc_map
16951,VPD_LEAD1
16952,wc_map
16952,VPD_LEAD2
16953,wc_map
16953,VPD_LEAD3
16954,wc_map
16954,P_LAG1
16955,wc_map
16955,P_LAG2
16956,wc_map
16956,P_LAG3
16957,wc_map
16957,P_LEAD1
16958,wc_map
16958,P_LEAD2
16959,wc_map
16959,P_LEAD3
16960,wc_map
16960,NEE_LAG1
16961,wc_map
16961,NEE_LAG2
16962,wc_map
16962,NEE_LAG3
16963,wc_map
16963,NEE_LEAD1
16964,wc_map
16964,NEE_LEAD2
16965,wc_map
16965,NEE_LEAD3
16966,wc_map
16966,GPP_LAG1
16967,wc_map
16967,GPP_LAG2
16968,wc_map
16968,GPP_LAG3
16969,wc_map
16969,GPP_LEAD1
16970,wc_map
16970,GPP_LEAD2
16971,wc_map
16971,GPP_LEAD3
16972,wc_map
16972,RECO_LAG1
16973,wc_map
16973,RECO_LAG2
16974,wc_map
16974,RECO_LAG3
16975,wc_map
16975,RECO_LEAD1
16976,wc_map
16976,RECO_LEAD2
16977,wc_map
16977,RECO_LEAD3
16978,wc_map
16978,LE_LAG1
16979,wc_map
16979,LE_LAG2
16980,wc_map
16980,LE_LAG3
16981,wc_map
16981,LE_LEAD1
16982,wc_map
16982,LE_LEAD2
16983,wc_map
16983,LE_LEAD3
16984,wc_pwtm
16984,rpot_LAG4
16985,wc_pwtm
16985,rpot_LAG8
16986,wc_pwtm
16986,rpot_LAG12
16987,wc_pwtm
16987,rpot_LEAD4
16988,wc_pwtm
16988,rpot_LEAD8
16989,wc_pwtm
16989,rpot_LEAD12
16990,wc_pwtm
16990,WFS_LAG4
16991,wc_pwtm
16991,WFS_LAG8
16992,wc_pwtm
16992,WFS_LAG12
16993,wc_pwtm
16993,WFS_LEAD4
16994,wc_pwtm
16994,WFS_LEAD8
16995,wc_pwtm
16995,WFS_LEAD12
16996,wc_pwtm
16996,LSTN_LAG1
16997,wc_pwtm
16997,LSTN_LAG2
16998,wc_pwtm
16998,LSTN_LAG3
16999,wc_pwtm
16999,LSTN_LEAD1
17000,wc_pwtm
17000,LSTN_LEAD2
17001,wc_pwtm
17001,LSTN_LEAD3
17002,wc_pwtm
17002,NDSI_LAG1
17003,wc_pwtm
17003,NDSI_LAG2
17004,wc_pwtm
17004,NDSI_LAG3
17005,wc_pwtm
17005,NDSI_LEAD1
17006,wc_pwtm
17006,NDSI_LEAD2
17007,wc_pwtm
17007,NDSI_LEAD3
17008,wc_pwtm
17008,NDVI_LAG1
17009,wc_pwtm
17009,NDVI_LAG2
17010,wc_pwtm
17010,NDVI_LAG3
17011,wc_pwtm
17011,NDVI_LEAD1
17012,wc_pwtm
17012,NDVI_LEAD2
17013,wc_pwtm
17013,NDVI_LEAD3
17014,wc_pwtm
17014,EVI_LAG1
17015,wc_pwtm
17015,EVI_LAG2
17016,wc_pwtm
17016,EVI_LAG3
17017,wc_pwtm
17017,EVI_LEAD1
17018,wc_pwtm
17018,EVI_LEAD2
17019,wc_pwtm
17019,EVI_LEAD3
17020,wc_pwtm
17020,NDWI_LAG1
17021,wc_pwtm
17021,NDWI_LAG2
17022,wc_pwtm
17022,NDWI_LAG3
17023,wc_pwtm
17023,NDWI_LEAD1
17024,wc_pwtm
17024,NDWI_LEAD2
17025,wc_pwtm
17025,NDWI_LEAD3
17026,wc_pwtm
17026,SRWI_LAG1
17027,wc_pwtm
17027,SRWI_LAG2
17028,wc_pwtm
17028,SRWI_LAG3
17029,wc_pwtm
17029,SRWI_LEAD1
17030,wc_pwtm
17030,SRWI_LEAD2
17031,wc_pwtm
17031,SRWI_LEAD3
17032,wc_pwtm
17032,LSWI_LAG1
17033,wc_pwtm
17033,LSWI_LAG2
17034,wc_pwtm
17034,LSWI_LAG3
17035,wc_pwtm
17035,LSWI_LEAD1
17036,wc_pwtm
17036,LSWI_LEAD2
17037,wc_pwtm
17037,LSWI_LEAD3
17038,wc_pwtm
17038,soilwater_LAG4
17039,wc_pwtm
17039,soilwater_LAG8
17040,wc_pwtm
17040,soilwater_LAG12
17041,wc_pwtm
17041,soilwater_LEAD4
17042,wc_pwtm
17042,soilwater_LEAD8
17043,wc_pwtm
17043,soilwater_LEAD12
17044,wc_pwtm
17044,soilwaterS_LAG4
17045,wc_pwtm
17045,soilwaterS_LAG8
17046,wc_pwtm
17046,soilwaterS_LAG12
17047,wc_pwtm
17047,soilwaterS_LEAD4
17048,wc_pwtm
17048,soilwaterS_LEAD8
17049,wc_pwtm
17049,soilwaterS_LEAD12
17050,wc_pwtm
17050,aet_LAG4
17051,wc_pwtm
17051,aet_LAG8
17052,wc_pwtm
17052,aet_LAG12
17053,wc_pwtm
17053,aet_LEAD4
17054,wc_pwtm
17054,aet_LEAD8
17055,wc_pwtm
17055,aet_LEAD12
17056,wc_pwtm
17056,aetS_LAG4
17057,wc_pwtm
17057,aetS_LAG8
17058,wc_pwtm
17058,aetS_LAG12
17059,wc_pwtm
17059,aetS_LEAD4
17060,wc_pwtm
17060,aetS_LEAD8
17061,wc_pwtm
17061,aetS_LEAD12
17062,wc_pwtm
17062,TA_LAG1
17063,wc_pwtm
17063,TA_LAG2
17064,wc_pwtm
17064,TA_LAG3
17065,wc_pwtm
17065,TA_LEAD1
17066,wc_pwtm
17066,TA_LEAD2
17067,wc_pwtm
17067,TA_LEAD3
17068,wc_pwtm
17068,SW_IN_LAG1
17069,wc_pwtm
17069,SW_IN_LAG2
17070,wc_pwtm
17070,SW_IN_LAG3
17071,wc_pwtm
17071,SW_IN_LEAD1
17072,wc_pwtm
17072,SW_IN_LEAD3
17073,wc_pwtm
17073,LW_IN_LAG1
17074,wc_pwtm
17074,LW_IN_LAG2
17075,wc_pwtm
17075,LW_IN_LAG3
17076,wc_pwtm
17076,LW_IN_LEAD1
17077,wc_pwtm
17077,LW_IN_LEAD2
17078,wc_pwtm
17078,LW_IN_LEAD3
17079,wc_pwtm
17079,PA_LAG1
17080,wc_pwtm
17080,PA_LAG2
17081,wc_pwtm
17081,PA_LAG3
17082,wc_pwtm
17082,PA_LEAD1
17083,wc_pwtm
17083,PA_LEAD2
17084,wc_pwtm
17084,PA_LEAD3
17085,wc_pwtm
17085,VPD_LAG1
17086,wc_pwtm
17086,VPD_LAG2
17087,wc_pwtm
17087,VPD_LAG3
17088,wc_pwtm
17088,VPD_LEAD1
17089,wc_pwtm
17089,VPD_LEAD2
17090,wc_pwtm
